epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
169,37942.5,0.40498,0.35365,0.95203,0.79468,0.76021,0.76888,0.65587,0.64256,1.0521,1.13716,0.000280723,0.000280723,0.000280723
170,38165.5,0.39826,0.35106,0.94964,0.76545,0.7678,0.76911,0.65045,0.65587,1.02315,1.16406,0.000272471,0.000272471,0.000272471
171,38388.6,0.40766,0.35124,0.95305,0.76549,0.76915,0.76425,0.64504,0.655,1.00272,1.15359,0.00026422,0.00026422,0.00026422
172,38611.7,0.38128,0.33756,0.94092,0.77395,0.7636,0.75618,0.64963,0.66283,1.00768,1.17544,0.000255968,0.000255968,0.000255968
173,38834.2,0.40108,0.35283,0.95855,0.7738,0.75692,0.75944,0.64517,0.65223,1.03699,1.16598,0.000247716,0.000247716,0.000247716
174,39057.2,0.39263,0.33845,0.9504,0.79046,0.75205,0.76942,0.65956,0.65017,1.02817,1.15557,0.000239465,0.000239465,0.000239465
175,39281.1,0.40847,0.35064,0.95603,0.7933,0.75653,0.77341,0.66697,0.64667,1.03004,1.14732,0.000231213,0.000231213,0.000231213
176,39503.1,0.38306,0.33217,0.94895,0.79974,0.7735,0.78468,0.67348,0.64509,0.98967,1.14332,0.000222961,0.000222961,0.000222961
177,39726.2,0.37257,0.33896,0.94886,0.81062,0.75548,0.78141,0.67177,0.64797,0.98858,1.13748,0.00021471,0.00021471,0.00021471
178,39948.9,0.37831,0.33682,0.94054,0.80379,0.75818,0.77999,0.66851,0.66063,0.97207,1.16612,0.000206458,0.000206458,0.000206458
179,40177.6,0.38111,0.33675,0.94647,0.81348,0.76154,0.77955,0.67195,0.64426,0.94346,1.144,0.000198206,0.000198206,0.000198206
